Test unit,R5
Reference,Mazzon (2010)
8.9,120.6,0.622
8.96,120.6,0.626
9.01,120.6,0.63
9.06,120.7,0.633
9.11,120.7,0.636
9.16,120.8,0.64
9.21,120.9,0.643
9.25,120.9,0.646
9.29,120.8,0.649
9.32,120.8,0.652
9.35,120.8,0.654
9.39,121,0.656
9.44,121,0.659
9.46,120.9,0.661
9.48,120.8,0.663
9.5,120.7,0.664
9.51,120.6,0.665
9.53,120.8,0.666
9.56,120.8,0.668
9.57,120.3,0.669
9.58,120.1,0.669
9.58,120,0.67
9.59,120,0.67
9.6,120,0.671
9.61,119.8,0.671
9.61,119.5,0.672
9.61,119.2,0.672
9.61,118.3,0.672
9.62,117.2,0.673
9.63,116,0.673
9.6,115,0.671
9.57,114.1,0.669
9.55,113.6,0.667
9.52,113.2,0.666
9.51,112.9,0.665
9.49,112.3,0.663
9.46,111.8,0.661
9.44,111.3,0.659
9.41,110.7,0.657
9.37,110.1,0.655
9.34,109.3,0.652
9.3,108.7,0.65
9.26,108.1,0.647
9.22,107.4,0.644
9.19,106.8,0.642
9.15,105.9,0.64
9.1,105.1,0.636
9.04,104.3,0.632
8.98,103.7,0.628
8.93,103,0.624
8.87,102,0.62
8.81,100.9,0.616
8.75,100.1,0.611
8.69,99.3,0.607
8.63,98.3,0.603
8.55,97.1,0.598
8.47,95.9,0.592
8.4,95.1,0.587
8.33,94.1,0.582
8.26,93.2,0.577
8.18,91.9,0.572
8.1,90.6,0.566
8.03,89.5,0.561
7.94,88.4,0.555
7.84,87.2,0.548
7.75,85.9,0.542
7.65,84.5,0.535
7.56,83.3,0.528
7.46,82,0.521
7.37,80.8,0.515
7.27,79.5,0.508
7.18,78.1,0.501
7.08,76.6,0.494
6.97,75.1,0.487
6.87,73.6,0.48
6.76,72.1,0.472
6.65,70.8,0.464
6.54,69.5,0.457
6.44,68,0.45
6.32,66.4,0.442
6.2,64.8,0.433
6.08,63.2,0.425
5.96,61.6,0.416
5.84,60.1,0.408
5.72,58.5,0.4
5.6,56.6,0.391
5.47,54.8,0.382
5.34,53.4,0.373
5.22,52,0.365
5.09,50.3,0.356
4.97,48.6,0.347
4.84,46.8,0.338
4.7,44.8,0.328
4.56,43.1,0.319
4.44,41.5,0.31
4.32,39.9,0.302
4.18,38.1,0.292
4.03,36.2,0.282
3.88,34.4,0.271
3.74,32.6,0.261
3.6,30.9,0.252
3.46,29.2,0.242
3.32,27.4,0.232
3.18,25.5,0.222
3.03,23.7,0.212
2.89,22,0.202
2.74,20.3,0.192
2.6,18.6,0.182
2.46,16.8,0.172
2.31,14.9,0.162
2.16,12.9,0.151
2.02,11.2,0.141
1.9,9.6,0.133
1.75,7.9,0.122
1.58,5.6,0.111
1.42,3.5,0.1
1.28,1.8,0.089
1.15,0.6,0.08
1.05,-0.2,0.074
0.99,-0.7,0.069
0.94,-1.2,0.066
0.84,-3.1,0.059
0.64,-6.3,0.045
0.38,-9.8,0.027
0.11,-13.4,0.007
-0.16,-16.6,-0.011
-0.34,-18.2,-0.024
-0.44,-19,-0.031
-0.52,-20.4,-0.037
-0.67,-22.8,-0.047
-0.86,-25.2,-0.06
-1.04,-27.4,-0.073
-1.2,-29.1,-0.084
-1.34,-30.7,-0.093
-1.48,-32.5,-0.103
-1.63,-34.5,-0.114
-1.79,-36.6,-0.125
-1.95,-38.7,-0.136
-2.11,-40.5,-0.147
-2.25,-42.1,-0.157
-2.39,-43.9,-0.167
-2.54,-45.8,-0.177
-2.7,-47.8,-0.188
-2.85,-49.7,-0.199
-3,-51.3,-0.209
-3.12,-52.8,-0.218
-3.26,-54.4,-0.228
-3.41,-56.2,-0.238
-3.57,-58,-0.249
-3.72,-59.8,-0.26
-3.86,-61.3,-0.27
-3.99,-62.8,-0.279
-4.12,-64.3,-0.288
-4.26,-65.8,-0.297
-4.39,-67.3,-0.307
-4.53,-68.9,-0.317
-4.67,-70.3,-0.326
-4.8,-71.7,-0.335
-4.93,-73.1,-0.344
-5.06,-74.5,-0.353
-5.19,-75.9,-0.363
-5.3,-77.1,-0.371
-5.42,-78.4,-0.379
-5.55,-79.6,-0.388
-5.68,-80.7,-0.397
-5.8,-81.9,-0.406
-5.93,-83.2,-0.414
-6.05,-84.4,-0.423
-6.17,-85.5,-0.431
-6.29,-86.4,-0.439
-6.4,-87.1,-0.447
-6.5,-88.1,-0.455
-6.62,-89.1,-0.462
-6.74,-90.1,-0.471
-6.85,-91,-0.479
-6.96,-91.7,-0.486
-7.06,-92.4,-0.494
-7.16,-93.1,-0.501
-7.25,-93.8,-0.507
-7.36,-94.7,-0.515
-7.48,-95.3,-0.523
-7.58,-95.7,-0.53
-7.67,-96.2,-0.536
-7.77,-96.9,-0.543
-7.87,-97.6,-0.55
-7.96,-98.1,-0.556
-8.05,-98.6,-0.562
-8.13,-98.9,-0.568
-8.21,-99.2,-0.574
-8.29,-99.5,-0.58
-8.38,-100,-0.585
-8.46,-100.4,-0.592
-8.54,-100.5,-0.597
-8.61,-100.6,-0.602
-8.68,-100.7,-0.606
-8.75,-100.5,-0.611
-8.82,-100.4,-0.616
-8.89,-100.5,-0.621
-8.96,-100.8,-0.626
-9.03,-101,-0.631
-9.1,-101.1,-0.636
-9.15,-101.2,-0.64
-9.2,-100.9,-0.643
-9.25,-101.1,-0.646
-9.31,-101.6,-0.65
-9.36,-101.7,-0.654
-9.42,-101.8,-0.658
-9.46,-101.6,-0.661
-9.5,-101.5,-0.664
-9.54,-101.6,-0.667
-9.58,-101.8,-0.67
-9.61,-101.8,-0.672
-9.64,-101.6,-0.674
-9.68,-101.6,-0.676
-9.72,-101.7,-0.679
-9.75,-101.7,-0.681
-9.78,-101.7,-0.684
-9.8,-101.4,-0.685
-9.82,-101.3,-0.686
-9.84,-101.4,-0.687
-9.86,-101.6,-0.689
-9.87,-101.5,-0.69
-9.89,-101.4,-0.691
-9.9,-101.1,-0.692
-9.9,-100.6,-0.692
-9.91,-100.3,-0.692
-9.91,-100.2,-0.693
-9.91,-100.2,-0.693
-9.9,-99.9,-0.692
-9.91,-99.4,-0.692
-9.92,-98.1,-0.693
-9.93,-96.6,-0.694
-9.93,-95.2,-0.694
-9.92,-93.8,-0.693
-9.89,-92.4,-0.691
-9.85,-91.9,-0.689
-9.84,-91.8,-0.687
-9.83,-91.6,-0.687
-9.81,-90.8,-0.685
-9.78,-89.7,-0.683
-9.75,-88.9,-0.681
-9.72,-88.2,-0.679
-9.69,-87.5,-0.677
-9.65,-86.8,-0.675
-9.61,-86,-0.671
-9.55,-84.9,-0.668
-9.51,-83.7,-0.665
-9.47,-82.8,-0.662
-9.43,-82,-0.659
-9.39,-81,-0.656
-9.33,-79.7,-0.652
-9.28,-78.7,-0.648
-9.22,-77.6,-0.644
-9.16,-76.3,-0.64
-9.1,-75.2,-0.636
-9.05,-74.1,-0.632
-8.98,-72.9,-0.628
-8.92,-71.5,-0.623
-8.85,-70.1,-0.618
-8.78,-68.7,-0.614
-8.71,-67.4,-0.609
-8.62,-66,-0.603
-8.55,-64.7,-0.597
-8.48,-63.3,-0.593
-8.41,-61.8,-0.588
-8.33,-60.2,-0.582
-8.24,-58.6,-0.576
-8.16,-57.1,-0.57
-8.07,-55.6,-0.564
-7.98,-54.1,-0.558
-7.89,-52.5,-0.552
-7.8,-50.8,-0.545
-7.7,-49.2,-0.538
-7.6,-47.5,-0.531
-7.51,-45.7,-0.525
-7.41,-43.9,-0.518
-7.31,-42.1,-0.511
-7.2,-40.4,-0.503
-7.08,-38.8,-0.495
-6.97,-36.9,-0.487
-6.87,-35.1,-0.48
-6.76,-33.2,-0.472
-6.65,-31.3,-0.464
-6.53,-29.4,-0.456
-6.41,-27.6,-0.448
-6.29,-25.7,-0.44
-6.17,-23.9,-0.431
-6.04,-21.8,-0.422
-5.91,-19.9,-0.413
-5.79,-18.1,-0.404
-5.66,-16.3,-0.396
-5.53,-14.4,-0.387
-5.4,-12.6,-0.378
-5.27,-10.9,-0.369
-5.13,-9.1,-0.359
-4.99,-7.3,-0.349
-4.87,-5.6,-0.34
-4.74,-3.8,-0.332
-4.62,-2,-0.323
-4.5,-0.6,-0.315
-4.4,0.6,-0.308
-4.32,1.2,-0.302
-4.25,1.8,-0.297
-4.15,3.3,-0.29
-3.97,5.8,-0.278
-3.74,8.8,-0.261
-3.49,11.8,-0.244
-3.27,14.1,-0.229
-3.13,15.1,-0.219
-3.03,15.9,-0.212
-2.92,17.4,-0.204
-2.75,19.5,-0.192
-2.57,21.6,-0.179
-2.41,23.3,-0.168
-2.27,24.7,-0.159
-2.14,26.1,-0.15
-2,27.6,-0.14
-1.85,29.4,-0.129
-1.68,31.1,-0.118
-1.53,32.7,-0.107
-1.38,34.2,-0.096
-1.23,35.8,-0.086
-1.08,37.5,-0.075
-0.92,39.1,-0.064
-0.77,40.7,-0.054
-0.62,42.2,-0.043
-0.47,43.8,-0.033
-0.31,45.4,-0.022
-0.14,47.1,-0.01
0,48.6,0
0.15,50.1,0.01
0.3,51.6,0.021
0.45,53.2,0.031
0.6,54.8,0.042
0.75,56.3,0.052
0.9,57.8,0.063
1.06,59.4,0.074
1.21,61,0.085
1.36,62.4,0.095
1.51,63.9,0.106
1.66,65.4,0.116
1.81,66.9,0.126
1.96,68.3,0.137
2.11,69.8,0.147
2.27,71.3,0.158
2.43,72.9,0.169
2.57,74.3,0.179
2.7,75.5,0.189
2.84,76.9,0.198
2.98,78.4,0.209
3.14,79.9,0.219
3.28,81.4,0.229
3.43,82.8,0.24
3.57,84.1,0.249
3.7,85.3,0.259
3.84,86.6,0.268
3.98,88,0.278
4.13,89.4,0.288
4.27,90.8,0.298
4.4,92,0.307
4.54,93.1,0.317
4.68,94.3,0.327
4.81,95.5,0.336
4.93,96.6,0.345
5.06,97.7,0.353
5.19,98.8,0.362
5.31,99.9,0.371
5.44,100.9,0.38
5.57,101.8,0.389
5.69,102.7,0.397
5.81,103.8,0.406
5.93,104.9,0.415
6.06,105.7,0.423
6.17,106.4,0.431
6.28,107.1,0.439
6.39,107.8,0.447
6.51,108.7,0.455
6.62,109.5,0.463
6.75,110.2,0.472
6.86,110.7,0.479
6.95,111.1,0.485
7.04,111.8,0.492
7.15,112.6,0.499
7.25,113.1,0.507
7.34,113.5,0.513
7.43,113.8,0.519
7.52,114.3,0.525
7.62,114.8,0.532
7.71,115.2,0.539
7.8,115.5,0.545
7.89,115.9,0.551
7.97,116.2,0.557
8.05,116.5,0.563
8.14,116.8,0.569
8.22,117,0.575
8.3,117.2,0.58
8.37,117.4,0.585
8.44,117.7,0.59
8.51,118,0.595
8.57,118,0.599
8.64,118.3,0.604
8.71,118.5,0.609
8.77,118.6,0.613
8.83,118.5,0.617
8.88,118.8,0.621
8.94,119.1,0.625
9.01,119.2,0.629
9.06,119.2,0.633
9.1,119.2,0.636
9.14,119.1,0.639
9.19,119.3,0.642
9.24,119.5,0.646
9.29,119.6,0.649
9.33,119.6,0.652
9.36,119.4,0.654
9.38,119.4,0.655
9.41,119.5,0.657
9.44,119.6,0.66
9.47,119.5,0.662
9.49,119.3,0.663
9.51,119.3,0.665
9.54,119.4,0.666
9.55,119.2,0.668
9.56,119,0.668
9.58,119,0.669
9.59,119,0.67
9.6,118.7,0.671
9.61,118.3,0.672
9.62,118.1,0.672
9.61,117.8,0.672
9.61,117.4,0.671
9.6,117.3,0.671
9.6,116.9,0.671
9.6,116,0.671
9.6,114.8,0.671
9.59,113.5,0.67
9.56,112.6,0.668
9.54,112,0.667
9.51,111.5,0.665
9.49,111.1,0.663
9.47,110.8,0.662
9.45,110.4,0.66
9.42,109.6,0.658
9.38,108.9,0.655
9.35,108.5,0.654
9.32,108,0.651
9.28,107.4,0.649
9.24,106.6,0.645
9.19,105.7,0.642
9.13,105,0.638
9.09,104.4,0.635
9.05,103.8,0.632
9,102.8,0.629
8.94,101.8,0.625
8.88,100.9,0.62
8.83,100.3,0.617
8.77,99.4,0.613
8.71,98.4,0.608
8.64,97.4,0.604
8.57,96.3,0.599
8.5,95.2,0.594
8.43,94.2,0.589
8.36,93.2,0.584
8.28,92.1,0.578
8.19,91,0.573
8.12,89.9,0.567
8.03,88.7,0.561
7.95,87.5,0.555
7.86,86.3,0.549
7.77,85.2,0.543
7.68,84,0.537
7.59,82.6,0.53
7.49,81.1,0.523
7.4,80,0.517
7.3,78.8,0.51
7.2,77.4,0.503
7.1,75.9,0.496
7.01,74.6,0.49
6.91,73.1,0.483
6.79,71.6,0.475
6.67,70.1,0.466
6.56,68.9,0.459
6.45,67.5,0.451
6.34,66.1,0.443
6.23,64.5,0.435
6.11,63,0.427
5.98,61.3,0.418
5.87,59.8,0.41
5.75,58.4,0.402
5.64,56.8,0.394
5.51,55,0.385
5.37,53.4,0.375
5.24,51.9,0.366
5.12,50.5,0.358
5.01,49.1,0.35
4.89,47.5,0.341
4.74,45.7,0.331
4.59,43.9,0.321
4.45,42.3,0.311
4.32,41,0.302
4.19,39.5,0.293
4.05,37.7,0.283
3.9,36,0.273
3.77,34.5,0.263
3.63,33,0.254
3.49,31.4,0.244
3.35,29.7,0.234
3.2,28,0.224
3.05,26.4,0.213
2.91,24.8,0.203
2.77,23.3,0.194
2.64,21.6,0.184
2.49,20,0.174
2.34,18.2,0.163
2.18,16.5,0.152
2.03,14.8,0.142
1.88,13.2,0.131
1.73,11.6,0.121
1.59,10.1,0.111
1.45,8.7,0.102
1.3,6.7,0.09
1.13,4.7,0.079
0.98,3.1,0.069
0.85,1.6,0.059
0.72,0.5,0.05
0.62,-0.3,0.043
0.55,-0.8,0.038
0.5,-1.3,0.035
0.4,-3.2,0.028
0.18,-6.2,0.012
-0.09,-9.5,-0.006
-0.38,-12.9,-0.027
-0.62,-15.2,-0.043
-0.76,-16.3,-0.053
-0.86,-17.2,-0.06
-0.98,-18.8,-0.068
-1.14,-21,-0.079
-1.31,-23.2,-0.092
-1.49,-25.2,-0.104
-1.63,-26.7,-0.114
-1.77,-28.2,-0.123
-1.91,-30,-0.134
-2.07,-32,-0.144
-2.22,-33.8,-0.155
-2.36,-35.6,-0.165
-2.51,-37.3,-0.175
-2.67,-39.1,-0.186
-2.82,-40.8,-0.197
-2.97,-42.5,-0.208
-3.12,-44.2,-0.218
-3.27,-45.8,-0.228
-3.41,-47.4,-0.238
-3.56,-49,-0.248
-3.7,-50.7,-0.259
-3.85,-52.4,-0.269
-3.99,-53.9,-0.279
-4.13,-55.4,-0.289
-4.27,-56.8,-0.298
-4.4,-58.2,-0.308
-4.54,-59.7,-0.317
-4.67,-61.2,-0.327
-4.8,-62.5,-0.335
-4.93,-63.7,-0.344
-5.06,-64.9,-0.354
-5.2,-66.2,-0.363
-5.33,-67.5,-0.373
-5.46,-68.6,-0.382
-5.58,-69.8,-0.39
-5.71,-70.9,-0.399
-5.83,-72,-0.407
-5.95,-73.1,-0.416
-6.07,-74.1,-0.424
-6.2,-75.2,-0.433
-6.31,-76.1,-0.441
-6.43,-77,-0.449
-6.54,-77.9,-0.457
-6.65,-78.8,-0.465
-6.75,-79.6,-0.472
-6.85,-80.5,-0.479
-6.97,-81.4,-0.487
-7.08,-82.2,-0.495
-7.2,-83,-0.503
-7.3,-83.7,-0.51
-7.4,-84.3,-0.517
-7.5,-85,-0.524
-7.59,-85.7,-0.531
-7.69,-86.4,-0.537
-7.79,-87,-0.544
-7.89,-87.5,-0.551
-7.97,-88.1,-0.557
-8.07,-88.6,-0.564
-8.16,-89.1,-0.57
-8.24,-89.5,-0.576
-8.32,-90,-0.581
-8.39,-90.5,-0.586
-8.48,-91.1,-0.592
-8.56,-91.3,-0.598
-8.64,-91.8,-0.604
-8.72,-92.2,-0.609
-8.8,-92.5,-0.615
-8.87,-92.7,-0.62
-8.93,-92.9,-0.624
-9,-93.2,-0.629
-9.06,-93.5,-0.633
-9.13,-93.9,-0.638
-9.19,-94,-0.642
-9.24,-94,-0.646
-9.3,-94.1,-0.65
-9.36,-94.2,-0.654
-9.41,-94.2,-0.657
-9.45,-94.4,-0.66
-9.49,-94.6,-0.663
-9.54,-94.8,-0.667
-9.6,-94.8,-0.671
-9.64,-94.8,-0.674
-9.68,-94.7,-0.676
-9.71,-94.8,-0.679
-9.75,-95,-0.681
-9.78,-95.2,-0.684
-9.81,-95.1,-0.685
-9.83,-94.8,-0.687
-9.85,-94.7,-0.689
-9.88,-94.8,-0.69
-9.9,-95,-0.692
-9.92,-94.7,-0.693
-9.93,-94.2,-0.694
-9.94,-94.1,-0.694
-9.94,-94.2,-0.694
-9.94,-94.1,-0.695
-9.97,-94,-0.696
-9.98,-93.8,-0.697
-9.98,-93.1,-0.698
-9.99,-92,-0.698
-9.99,-91.1,-0.698
-9.99,-90.1,-0.698
-9.99,-88.9,-0.698
-9.98,-87.7,-0.697
-9.97,-86.2,-0.696
-9.93,-84.9,-0.694
-9.9,-84.5,-0.692
-9.89,-84.5,-0.691
-9.87,-84,-0.69
-9.85,-83.2,-0.688
-9.82,-82.3,-0.686
-9.77,-81.4,-0.683
-9.74,-80.4,-0.68
-9.71,-79.6,-0.679
-9.69,-79,-0.677
-9.66,-78.3,-0.675
-9.62,-77.2,-0.672
-9.57,-75.9,-0.669
-9.52,-74.9,-0.665
-9.48,-74.1,-0.662
-9.43,-73.1,-0.659
-9.38,-71.9,-0.656
-9.33,-70.6,-0.652
-9.28,-69.4,-0.648
-9.22,-68.2,-0.645
-9.17,-67,-0.641
-9.11,-65.8,-0.637
-9.04,-64.4,-0.632
-8.96,-63,-0.626
-8.9,-61.5,-0.622
-8.84,-60.3,-0.618
-8.77,-59,-0.613
-8.7,-57.5,-0.608
-8.63,-56.1,-0.603
-8.56,-54.8,-0.598
-8.48,-53.2,-0.592
-8.39,-51.4,-0.586
-8.3,-49.8,-0.58
-8.21,-48.2,-0.574
-8.13,-46.8,-0.568
-8.05,-45.4,-0.563
-7.96,-43.6,-0.556
-7.86,-41.7,-0.549
-7.75,-39.9,-0.542
-7.64,-38.4,-0.534
-7.55,-36.9,-0.527
-7.46,-35.2,-0.521
-7.35,-33.3,-0.514
-7.24,-31.5,-0.506
-7.14,-29.8,-0.499
-7.02,-28.1,-0.491
-6.91,-26.4,-0.483
-6.8,-24.8,-0.475
-6.69,-23,-0.467
-6.57,-21.2,-0.459
-6.45,-19.3,-0.45
-6.33,-17.7,-0.442
-6.21,-16,-0.434
-6.09,-14.2,-0.426
-5.96,-12.3,-0.416
-5.82,-10.6,-0.407
-5.69,-9,-0.397
-5.57,-7.4,-0.389
-5.45,-5.7,-0.381
-5.32,-3.9,-0.372
-5.19,-2.3,-0.363
-5.08,-1,-0.355
-4.97,0.2,-0.348
-4.88,1.2,-0.341
-4.81,1.7,-0.336
-4.73,2.6,-0.33
-4.58,4.8,-0.32
-4.37,7.6,-0.306
-4.13,10.4,-0.288
-3.91,12.6,-0.273
-3.75,13.8,-0.262
-3.65,14.6,-0.255
-3.53,15.9,-0.247
-3.37,17.8,-0.236
-3.22,19.5,-0.225
-3.06,21.1,-0.214
-2.92,22.4,-0.204
-2.79,23.7,-0.195
-2.65,25.2,-0.185
-2.49,26.9,-0.174
-2.33,28.5,-0.163
-2.18,29.9,-0.152
-2.03,31.3,-0.142
-1.89,32.6,-0.132
-1.74,34.1,-0.122
-1.58,35.7,-0.111
-1.43,37.2,-0.1
-1.27,38.7,-0.089
-1.11,40.2,-0.078
-0.95,41.6,-0.066
-0.8,43,-0.056
-0.66,44.5,-0.046
-0.51,46,-0.036
-0.35,47.7,-0.024
-0.2,49.1,-0.014
-0.05,50.3,-0.004
0.1,51.7,0.007
0.25,53.3,0.018
0.41,54.8,0.029
0.57,56.1,0.04
0.72,57.5,0.05
0.87,58.8,0.061
1.02,60.3,0.071
1.17,61.7,0.082
1.33,63.2,0.093
1.49,64.7,0.104
1.65,66.1,0.115
1.79,67.4,0.125
1.93,68.9,0.135
2.08,70.3,0.145
2.22,71.7,0.155
2.37,73.1,0.166
2.53,74.5,0.176
2.67,75.8,0.187
2.81,77,0.196
2.95,78.4,0.206
3.09,79.8,0.216
3.25,81.3,0.227
3.4,82.7,0.237
3.54,84,0.247
3.68,85.3,0.257
3.82,86.4,0.267
3.96,87.6,0.277
4.1,89,0.287
4.24,90.4,0.296
4.38,91.6,0.306
4.51,92.8,0.315
4.64,93.7,0.324
4.76,94.9,0.333
4.9,96.2,0.342
5.03,97.4,0.351
5.16,98.4,0.36
5.29,99.4,0.37
5.41,100.3,0.378
5.54,101.3,0.387
5.67,102.3,0.396
5.79,103.3,0.405
5.91,104.1,0.413
6.03,104.6,0.421
6.14,105.5,0.429
6.26,106.5,0.437
6.37,107.3,0.445
6.49,108,0.453
6.59,108.6,0.461
6.7,109.2,0.468
6.8,109.8,0.475
6.9,110.4,0.482
7.01,111,0.49
7.11,111.7,0.497
7.21,112.1,0.504
7.31,112.4,0.511
7.41,112.8,0.518
7.51,113.3,0.524
7.59,113.6,0.531
7.68,114,0.537
7.78,114.5,0.544
7.89,115,0.551
7.97,115.1,0.557
8.04,115.1,0.562
8.11,115.5,0.567
8.18,115.8,0.572
8.27,116.1,0.578
8.35,116.5,0.583
8.43,116.7,0.589
8.5,116.7,0.594
8.56,116.7,0.598
8.62,117,0.603
8.69,117.2,0.607
8.75,117.4,0.612
8.82,117.5,0.616
8.88,117.5,0.62
8.93,117.6,0.624
9,117.7,0.629
9.05,117.8,0.632
9.09,118,0.635
9.14,118.2,0.639
9.18,117.9,0.642
9.21,117.8,0.644
9.26,118.2,0.647
9.3,118.2,0.65
9.34,118,0.652
9.37,118.1,0.655
9.4,118.1,0.657
9.43,118,0.659
9.46,118.1,0.661
9.49,118.2,0.663
9.51,118.1,0.665
9.53,117.8,0.666
9.54,117.5,0.667
9.56,117.4,0.668
9.58,117.7,0.669
9.59,117.7,0.67
9.6,117.3,0.671
9.6,116.9,0.671
9.6,116.7,0.671
9.6,116.4,0.671
9.6,116.1,0.671
9.6,116,0.671
9.6,115.8,0.671
9.6,114.9,0.671
9.6,113.8,0.671
9.59,112.7,0.67
9.57,111.5,0.669
9.54,110.9,0.667
9.52,110.5,0.665
9.5,110.1,0.664
9.49,109.8,0.663
9.46,109.2,0.661
9.43,108.7,0.659
9.39,108,0.656
9.35,107.4,0.653
9.31,106.9,0.651
9.28,106.4,0.648
9.24,105.7,0.646
9.19,104.8,0.642
9.14,104,0.639
9.09,103.5,0.635
9.06,103,0.633
9.01,102.1,0.63
8.94,100.9,0.625
8.88,100.1,0.621
8.83,99.4,0.617
8.79,98.6,0.614
8.73,97.7,0.61
8.66,96.6,0.605
8.58,95.4,0.6
8.5,94.2,0.594
8.43,93.4,0.589
8.36,92.5,0.584
8.29,91.5,0.58
8.22,90.3,0.574
8.13,89,0.568
8.04,88,0.562
7.96,86.9,0.557
7.88,85.7,0.551
7.8,84.6,0.545
7.71,83.4,0.539
7.61,81.9,0.532
7.51,80.5,0.525
7.43,79.5,0.519
7.34,78.3,0.513
7.23,77,0.505
7.13,75.6,0.498
7.02,74.2,0.491
6.91,72.7,0.483
6.8,71.3,0.475
6.7,70.1,0.468
6.6,68.9,0.461
6.49,67.4,0.453
6.37,65.8,0.445
6.25,64.3,0.437
6.13,63,0.429
6.02,61.7,0.421
5.9,60.3,0.413
5.78,58.8,0.404
5.67,57.1,0.396
5.55,55.4,0.388
5.41,54,0.378
5.28,52.7,0.369
5.15,51.3,0.36
5.02,49.7,0.351
4.89,48.2,0.342
4.76,46.8,0.333
4.63,45.5,0.324
4.5,44.1,0.314
4.35,42.4,0.304
4.21,40.8,0.294
4.07,39.4,0.284
3.94,38.1,0.275
3.8,36.7,0.266
3.66,35.1,0.256
3.52,33.6,0.246
3.38,32,0.236
3.23,30.5,0.226
3.08,29,0.215
2.93,27.6,0.205
2.79,26.1,0.195
2.64,24.6,0.184
2.5,23,0.175
2.35,21.3,0.164
2.2,19.7,0.154
2.05,18.2,0.143
1.9,16.7,0.133
1.76,15.2,0.123
1.61,13.5,0.112
1.46,12.1,0.102
1.32,10.6,0.092
1.17,9.3,0.082
1.03,7.6,0.072
0.86,5.6,0.06
0.69,4,0.048
0.55,2.8,0.038
0.41,1.5,0.029
0.29,0.4,0.02
0.19,-0.4,0.013
0.12,-0.9,0.008
0.05,-1.5,0.004
-0.07,-3.4,-0.005
-0.29,-6.4,-0.02
-0.55,-9.5,-0.039
-0.84,-12.6,-0.059
-1.07,-14.5,-0.074
-1.19,-15.3,-0.084
-1.29,-16.2,-0.09
-1.42,-18,-0.099
-1.57,-20.1,-0.11
-1.75,-22.2,-0.122
-1.92,-23.8,-0.134
-2.06,-25.1,-0.144
-2.2,-26.6,-0.154
-2.35,-28.3,-0.164
-2.51,-30.3,-0.175
-2.67,-32.1,-0.186
-2.82,-33.7,-0.197
-2.96,-35.2,-0.207
-3.1,-36.8,-0.217
-3.24,-38.4,-0.227
-3.39,-40,-0.237
-3.55,-41.8,-0.248
-3.69,-43.3,-0.258
-3.83,-44.7,-0.268
-3.97,-46.3,-0.278
-4.11,-48,-0.287
-4.24,-49.1,-0.296
-4.38,-50.4,-0.306
-4.52,-51.8,-0.316
-4.66,-53.2,-0.326
-4.8,-54.7,-0.336
-4.94,-56,-0.345
-5.07,-57.3,-0.354
-5.21,-58.7,-0.364
-5.35,-60.1,-0.374
-5.49,-61.2,-0.383
-5.61,-62.1,-0.392
-5.73,-63.1,-0.4
-5.85,-64.1,-0.409
-5.96,-65.1,-0.417
-6.08,-66.2,-0.425
-6.2,-67.4,-0.433
-6.33,-68.5,-0.442
-6.46,-69.4,-0.451
-6.57,-69.9,-0.459
-6.67,-70.4,-0.466
-6.78,-71.3,-0.474
-6.9,-72.3,-0.482
-7.01,-73.2,-0.49
-7.12,-73.9,-0.498
-7.22,-74.4,-0.505
-7.32,-75,-0.512
-7.43,-75.8,-0.519
-7.54,-76.6,-0.527
-7.64,-77.1,-0.534
-7.73,-77.7,-0.541
-7.83,-78.3,-0.547
-7.92,-78.8,-0.554
-8,-79.4,-0.559
-8.09,-79.9,-0.565
-8.18,-80.5,-0.572
-8.28,-80.9,-0.578
-8.36,-81.3,-0.584
-8.45,-81.8,-0.59
-8.53,-82.4,-0.596
-8.61,-82.7,-0.602
-8.68,-82.9,-0.607
-8.75,-83,-0.612
-8.82,-83.4,-0.617
-8.9,-83.9,-0.622
-8.97,-84.1,-0.627
-9.03,-84.3,-0.631
-9.1,-84.6,-0.636
-9.17,-84.8,-0.641
-9.22,-84.9,-0.644
-9.26,-85.2,-0.647
-9.32,-85.5,-0.652
-9.39,-85.6,-0.656
-9.44,-85.6,-0.66
-9.49,-85.7,-0.663
-9.54,-86,-0.667
-9.59,-86.3,-0.67
-9.63,-86.3,-0.673
-9.67,-86.2,-0.676
-9.71,-86.2,-0.678
-9.75,-86.2,-0.681
-9.78,-86.1,-0.683
-9.8,-86.2,-0.685
-9.83,-86.3,-0.687
-9.87,-86.5,-0.689
-9.9,-86.6,-0.692
-9.91,-86.4,-0.692
-9.91,-86.1,-0.693
-9.94,-86,-0.695
-9.97,-86,-0.696
-9.98,-85.7,-0.697
-9.99,-85.6,-0.698
-10,-85.5,-0.699
-10.01,-85.3,-0.7
-10.02,-85.1,-0.7
-10.02,-84.8,-0.7
-10.02,-84.5,-0.7
-10.02,-83.5,-0.701
-10.03,-82.5,-0.701
-10.03,-81.2,-0.701
-10.02,-79.9,-0.7
-10.02,-78.3,-0.7
-9.99,-76.8,-0.698
-9.94,-75.8,-0.695
-9.93,-75.7,-0.694
-9.92,-75.3,-0.693
-9.92,-74.8,-0.693
-9.89,-73.8,-0.691
-9.87,-72.8,-0.689
-9.83,-71.9,-0.687
-9.8,-71.1,-0.685
-9.76,-70.3,-0.682
-9.73,-69.5,-0.68
-9.69,-68.3,-0.677
-9.64,-67.1,-0.674
